window_name,season,jurisdiction,total_burden,inside_burden,coverage,missed_fraction,metric_label
late_oct_apr,2025-2026,Alabama,1802.0,1652.0,0.9167591564927858,0.08324084350721417,"RSV hospital admissions, all ages"
baseline_oct_mar,2025-2026,Alaska,204.0,164.0,0.803921568627451,0.196078431372549,"RSV hospital admissions, all ages"
early_sep_mar,2025-2026,Alaska,204.0,166.0,0.8137254901960784,0.18627450980392157,"RSV hospital admissions, all ages"
late_oct_apr,2025-2026,Alaska,204.0,193.0,0.946078431372549,0.05392156862745101,"RSV hospital admissions, all ages"
baseline_oct_mar,2025-2026,Arizona,1547.0,1167.0,0.7543632837750485,0.24563671622495153,"RSV hospital admissions, all ages"
early_sep_mar,2025-2026,Arizona,1547.0,1172.0,0.7575953458306399,0.24240465416936008,"RSV hospital admissions, all ages"
late_oct_apr,2025-2026,Arizona,1547.0,1359.0,0.8784744667097608,0.12152553329023918,"RSV hospital admissions, all ages"
baseline_oct_mar,2025-2026,Arkansas,1287.0,1082.0,0.8407148407148407,0.1592851592851593,"RSV hospital admissions, all ages"
early_sep_mar,2025-2026,Arkansas,1287.0,1094.0,0.85003885003885,0.14996114996114995,"RSV hospital admissions, all ages"
late_oct_apr,2025-2026,Arkansas,1287.0,1179.0,0.916083916083916,0.08391608391608396,"RSV hospital admissions, all ages"
baseline_oct_mar,2025-2026,California,8944.0,7465.0,0.8346377459749553,0.16536225402504467,"RSV hospital admissions, all ages"
early_sep_mar,2025-2026,California,8944.0,7525.0,0.8413461538461539,0.15865384615384615,"RSV hospital admissions, all ages"
late_oct_apr,2025-2026,California,8944.0,8318.0,0.9300089445438283,0.06999105545617168,"RSV hospital admissions, all ages"
baseline_oct_mar,2025-2026,Colorado,2589.0,2227.0,0.8601776747779065,0.13982232522209348,"RSV hospital admissions, all ages"
early_sep_mar,2025-2026,Colorado,2589.0,2228.0,0.8605639242950947,0.13943607570490535,"RSV hospital admissions, all ages"
